DateTime,Description,Merchant,Category_Code,Category_Name,Type,Amount_EUR,Payment_Method
3/11/24 11:14,Travel Purchase,Ryanair,TRV,Travel,Expense,-6.29,Card
3/11/24 20:53,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.51,Mobile Payment
3/12/24 8:12,Travel Purchase,Ryanair,TRV,Travel,Expense,-8.76,Card
3/12/24 13:16,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-17.69,Card
3/12/24 14:50,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-51.1,Mobile Payment
3/12/24 15:19,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.22,Card
3/12/24 16:14,Travel Purchase,Ryanair,TRV,Travel,Expense,-7.53,Mobile Payment
3/12/24 20:06,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.53,Card
3/12/24 22:11,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-2.12,Card
3/13/24 10:03,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-8.76,Direct Debit
3/13/24 13:53,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.62,Card
3/13/24 15:05,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-18.58,Mobile Payment
3/13/24 16:36,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-19.31,Mobile Payment
3/13/24 18:34,Travel Purchase,Booking.com,TRV,Travel,Expense,-30.14,Direct Debit
3/13/24 19:26,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-24.01,Direct Debit
3/13/24 20:03,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-38.16,Card
3/13/24 22:41,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-3.0,Mobile Payment
3/15/24 7:16,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-6.49,Direct Debit
3/15/24 7:18,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-16.79,Card
3/15/24 11:53,Travel Purchase,Booking.com,TRV,Travel,Expense,-40.19,Direct Debit
3/15/24 21:59,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-18.69,Mobile Payment
3/15/24 22:59,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-6.39,Direct Debit
3/16/24 11:28,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-31.57,Mobile Payment
3/16/24 14:06,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-29.02,Mobile Payment
3/16/24 16:00,Travel Purchase,Ryanair,TRV,Travel,Expense,-8.19,Direct Debit
3/16/24 18:18,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-24.42,Card
3/16/24 19:28,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-18.52,Mobile Payment
3/16/24 22:09,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-16.17,Mobile Payment
3/17/24 7:26,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-64.75,Mobile Payment
3/17/24 12:10,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-6.84,Card
3/17/24 12:20,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.73,Mobile Payment
3/17/24 13:01,Travel Purchase,Booking.com,TRV,Travel,Expense,-37.96,Direct Debit
3/17/24 16:05,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.53,Direct Debit
3/17/24 16:24,Travel Purchase,Booking.com,TRV,Travel,Expense,-34.07,Card
3/17/24 17:05,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-18.24,Direct Debit
3/18/24 7:59,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-48.34,Direct Debit
3/18/24 8:40,Travel Purchase,Booking.com,TRV,Travel,Expense,-35.72,Mobile Payment
3/18/24 21:03,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-19.16,Card
3/19/24 9:11,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-21.25,Mobile Payment
3/19/24 10:19,Travel Purchase,Booking.com,TRV,Travel,Expense,-32.65,Direct Debit
3/19/24 12:15,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-64.8,Mobile Payment
3/19/24 13:44,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-17.12,Direct Debit
3/19/24 17:38,Travel Purchase,Booking.com,TRV,Travel,Expense,-39.37,Mobile Payment
3/19/24 18:21,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-19.8,Card
3/19/24 19:20,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.26,Direct Debit
3/20/24 9:07,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-48.55,Mobile Payment
3/20/24 20:41,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-29.86,Mobile Payment
3/21/24 9:17,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-7.2,Direct Debit
3/21/24 14:33,Travel Purchase,Booking.com,TRV,Travel,Expense,-38.0,Card
3/21/24 17:04,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-2.09,Card
3/21/24 18:58,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-7.18,Card
3/22/24 15:05,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-18.5,Direct Debit
3/22/24 16:35,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.71,Card
3/22/24 20:21,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-20.66,Direct Debit
3/22/24 20:34,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-6.4,Card
3/22/24 22:32,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.97,Direct Debit
3/23/24 9:33,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.37,Direct Debit
3/23/24 12:14,Medical Purchase,Pharmacy,MED,Medical,Expense,-10.29,Card
3/23/24 15:32,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-19.9,Mobile Payment
3/23/24 15:43,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-15.43,Card
3/23/24 16:39,Travel Purchase,Ryanair,TRV,Travel,Expense,-7.89,Mobile Payment
3/24/24 19:49,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-34.96,Mobile Payment
3/24/24 21:24,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-22.9,Card
3/25/24 21:02,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-22.0,Card
3/25/24 21:22,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-16.86,Card
3/26/24 8:36,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-22.55,Direct Debit
3/26/24 15:37,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-8.53,Card
3/26/24 17:26,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-6.47,Card
3/26/24 21:25,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-32.7,Mobile Payment
3/27/24 9:18,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-22.43,Direct Debit
3/27/24 18:39,Travel Purchase,Booking.com,TRV,Travel,Expense,-32.79,Card
3/28/24 8:18,Travel Purchase,Booking.com,TRV,Travel,Expense,-36.2,Direct Debit
3/28/24 14:05,Medical Purchase,Pharmacy,MED,Medical,Expense,-11.52,Card
3/28/24 15:14,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-24.43,Card
3/28/24 21:53,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-17.17,Card
3/28/24 22:29,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-8.78,Mobile Payment
3/30/24 10:23,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-60.13,Card
3/30/24 13:21,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-24.03,Direct Debit
3/30/24 16:25,Medical Purchase,Pharmacy,MED,Medical,Expense,-9.14,Direct Debit
3/30/24 19:41,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-21.27,Card
3/30/24 20:35,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-64.33,Mobile Payment
3/30/24 20:56,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-27.36,Card
3/30/24 21:45,Travel Purchase,Booking.com,TRV,Travel,Expense,-39.13,Card
3/30/24 22:33,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-3.01,Card
3/31/24 8:46,Travel Purchase,Booking.com,TRV,Travel,Expense,-27.12,Card
3/31/24 14:37,Travel Purchase,Booking.com,TRV,Travel,Expense,-36.76,Direct Debit
3/31/24 20:31,Medical Purchase,Pharmacy,MED,Medical,Expense,-12.02,Mobile Payment
4/1/24 9:00,Monthly Salary,Tech Solutions Ltd,SAL,Salary,Income,3500,Bank Transfer
4/1/24 14:49,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-6.39,Card
4/1/24 16:00,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.51,Card
4/1/24 16:04,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-21.22,Mobile Payment
4/1/24 20:47,Travel Purchase,Booking.com,TRV,Travel,Expense,-35.42,Direct Debit
4/1/24 21:04,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-16.74,Card
4/2/24 7:40,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-2.03,Mobile Payment
4/2/24 7:46,Travel Purchase,Ryanair,TRV,Travel,Expense,-6.46,Direct Debit
4/2/24 8:30,Monthly Apartment Rent,City Apartments,RNT,Rent,Expense,-1200.0,Bank Transfer
4/2/24 8:54,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.75,Mobile Payment
4/2/24 9:31,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-25.44,Direct Debit
4/2/24 19:32,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-18.39,Mobile Payment
4/2/24 19:38,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-17.2,Mobile Payment
4/3/24 8:16,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-18.18,Direct Debit
4/3/24 15:10,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-19.96,Direct Debit
4/3/24 15:25,Travel Purchase,Booking.com,TRV,Travel,Expense,-34.59,Card
4/3/24 22:00,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.67,Card
4/4/24 7:39,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-22.82,Card
4/4/24 8:16,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.18,Card
4/4/24 10:44,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-30.31,Mobile Payment
4/4/24 17:53,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-25.43,Direct Debit
4/5/24 10:18,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-25.32,Mobile Payment
4/5/24 14:08,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-44.6,Direct Debit
4/5/24 19:18,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.11,Direct Debit
4/5/24 20:40,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.22,Direct Debit
4/5/24 22:33,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.5,Direct Debit
4/5/24 22:40,Travel Purchase,Ryanair,TRV,Travel,Expense,-8.53,Card
4/6/24 9:57,Travel Purchase,Booking.com,TRV,Travel,Expense,-33.24,Mobile Payment
4/6/24 17:01,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-64.28,Card
4/6/24 18:39,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.71,Card
4/7/24 10:52,Travel Purchase,Ryanair,TRV,Travel,Expense,-8.68,Card
4/7/24 17:22,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-17.25,Direct Debit
4/8/24 8:36,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-17.64,Mobile Payment
4/8/24 14:08,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.38,Card
4/8/24 15:52,Medical Purchase,Pharmacy,MED,Medical,Expense,-9.2,Mobile Payment
4/9/24 22:20,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-6.32,Card
4/10/24 15:08,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-34.53,Card
4/10/24 21:07,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-24.39,Mobile Payment
4/11/24 9:26,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-22.32,Direct Debit
4/11/24 16:05,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.66,Mobile Payment
4/11/24 19:23,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-25.03,Card
4/11/24 21:47,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.51,Card
4/11/24 21:51,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.74,Direct Debit
4/12/24 7:39,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-13.64,Mobile Payment
4/12/24 10:08,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.47,Mobile Payment
4/12/24 15:48,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-27.82,Mobile Payment
4/12/24 15:53,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-15.12,Direct Debit
4/12/24 17:26,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.21,Mobile Payment
4/12/24 18:29,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-13.79,Mobile Payment
4/12/24 19:57,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.48,Direct Debit
4/12/24 22:28,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-7.58,Mobile Payment
4/13/24 9:21,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-21.09,Mobile Payment
4/13/24 17:08,Travel Purchase,Ryanair,TRV,Travel,Expense,-7.51,Direct Debit
4/13/24 20:52,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.28,Direct Debit
4/14/24 9:11,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.96,Direct Debit
4/14/24 15:35,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-32.2,Mobile Payment
4/14/24 15:35,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-6.87,Card
4/15/24 20:24,Travel Purchase,Booking.com,TRV,Travel,Expense,-34.69,Mobile Payment
4/15/24 22:05,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.73,Card
4/17/24 16:43,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-18.17,Mobile Payment
4/17/24 20:50,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-6.68,Direct Debit
4/17/24 22:41,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-19.1,Mobile Payment
4/18/24 7:03,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-18.45,Card
4/18/24 8:35,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-2.05,Mobile Payment
4/18/24 11:42,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-18.26,Direct Debit
4/18/24 12:05,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.69,Mobile Payment
4/18/24 12:30,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-16.39,Direct Debit
4/18/24 13:08,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-6.36,Mobile Payment
4/19/24 12:17,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.98,Card
4/19/24 14:41,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-18.8,Mobile Payment
4/19/24 17:01,Medical Purchase,Pharmacy,MED,Medical,Expense,-13.45,Direct Debit
4/19/24 17:21,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-29.3,Mobile Payment
4/19/24 19:50,Travel Purchase,Booking.com,TRV,Travel,Expense,-34.24,Mobile Payment
4/20/24 14:21,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-26.0,Mobile Payment
4/20/24 16:46,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-15.51,Direct Debit
4/20/24 19:26,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-17.74,Direct Debit
4/20/24 22:17,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-7.49,Mobile Payment
4/21/24 9:02,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-22.2,Mobile Payment
4/21/24 11:06,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-19.05,Direct Debit
4/21/24 11:56,Travel Purchase,Booking.com,TRV,Travel,Expense,-35.39,Card
4/21/24 13:18,Travel Purchase,Booking.com,TRV,Travel,Expense,-34.06,Mobile Payment
4/21/24 14:32,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-55.44,Mobile Payment
4/21/24 14:43,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-7.23,Card
4/21/24 15:11,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-24.96,Card
4/22/24 7:57,Travel Purchase,Booking.com,TRV,Travel,Expense,-30.62,Direct Debit
4/22/24 11:30,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.84,Mobile Payment
4/22/24 16:38,Travel Purchase,Booking.com,TRV,Travel,Expense,-37.52,Mobile Payment
4/22/24 22:14,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-31.29,Card
4/23/24 11:54,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-25.06,Direct Debit
4/23/24 18:05,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-58.97,Direct Debit
4/23/24 20:18,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-6.57,Direct Debit
4/23/24 20:19,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-55.34,Mobile Payment
4/24/24 7:48,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-32.53,Mobile Payment
4/24/24 8:17,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-7.75,Direct Debit
4/24/24 9:49,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-59.61,Card
4/25/24 16:54,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-26.16,Card
4/25/24 18:19,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.43,Mobile Payment
4/25/24 18:33,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-37.59,Direct Debit
4/25/24 19:54,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.68,Direct Debit
4/25/24 20:04,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-14.09,Direct Debit
4/26/24 8:53,Medical Purchase,Pharmacy,MED,Medical,Expense,-11.53,Mobile Payment
4/26/24 9:27,Travel Purchase,Booking.com,TRV,Travel,Expense,-35.36,Card
4/26/24 11:19,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.86,Direct Debit
4/27/24 7:48,Medical Purchase,Pharmacy,MED,Medical,Expense,-10.37,Card
4/27/24 9:29,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-35.68,Card
4/27/24 10:20,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.34,Direct Debit
4/27/24 10:46,Travel Purchase,Booking.com,TRV,Travel,Expense,-30.02,Direct Debit
4/27/24 13:53,Medical Purchase,Pharmacy,MED,Medical,Expense,-11.97,Card
4/27/24 13:57,Travel Purchase,Ryanair,TRV,Travel,Expense,-8.44,Direct Debit
4/27/24 18:14,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-16.81,Mobile Payment
4/28/24 7:22,Travel Purchase,Ryanair,TRV,Travel,Expense,-8.12,Card
4/28/24 7:35,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-15.47,Mobile Payment
4/28/24 12:43,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-18.41,Card
4/28/24 19:40,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-24.62,Direct Debit
4/29/24 19:21,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-64.03,Direct Debit
4/29/24 19:43,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-7.57,Card
4/29/24 20:41,Travel Purchase,Ryanair,TRV,Travel,Expense,-6.12,Card
4/30/24 9:29,Travel Purchase,Booking.com,TRV,Travel,Expense,-34.54,Card
4/30/24 14:22,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-35.22,Mobile Payment
4/30/24 15:47,Travel Purchase,Ryanair,TRV,Travel,Expense,-6.08,Card
4/30/24 22:58,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-7.4,Mobile Payment
5/1/24 8:27,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-19.09,Mobile Payment
5/1/24 9:00,Monthly Salary,Tech Solutions Ltd,SAL,Salary,Income,3500,Bank Transfer
5/1/24 12:26,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.29,Direct Debit
5/1/24 15:30,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-19.45,Direct Debit
5/1/24 18:28,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-29.27,Direct Debit
5/1/24 21:46,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-20.62,Mobile Payment
5/2/24 8:15,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-7.42,Card
5/2/24 8:30,Monthly Apartment Rent,City Apartments,RNT,Rent,Expense,-1200.0,Bank Transfer
5/2/24 12:35,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-18.67,Direct Debit
5/2/24 12:39,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-56.2,Mobile Payment
5/2/24 15:25,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-22.54,Direct Debit
5/2/24 16:51,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-3.0,Card
5/2/24 19:14,Travel Purchase,Booking.com,TRV,Travel,Expense,-32.37,Direct Debit
5/3/24 9:06,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-6.96,Mobile Payment
5/3/24 10:49,Travel Purchase,Ryanair,TRV,Travel,Expense,-8.06,Card
5/3/24 11:18,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-56.6,Card
5/3/24 16:46,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.5,Card
5/3/24 20:31,Travel Purchase,Booking.com,TRV,Travel,Expense,-30.08,Direct Debit
5/4/24 8:43,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-19.58,Card
5/4/24 12:35,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-21.05,Direct Debit
5/4/24 13:25,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-16.37,Direct Debit
5/4/24 20:37,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.47,Direct Debit
5/5/24 7:07,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-32.93,Card
5/5/24 8:25,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-16.29,Card
5/5/24 8:30,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-8.94,Card
5/5/24 9:17,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.32,Direct Debit
5/5/24 17:21,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-3.05,Direct Debit
5/5/24 18:18,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.92,Mobile Payment
5/5/24 19:47,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.69,Mobile Payment
5/5/24 22:40,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-25.22,Card
5/6/24 8:39,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-8.13,Mobile Payment
5/6/24 14:17,Medical Purchase,Pharmacy,MED,Medical,Expense,-12.75,Mobile Payment
5/6/24 14:20,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.59,Mobile Payment
5/6/24 14:41,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.25,Mobile Payment
5/7/24 8:29,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-22.24,Direct Debit
5/7/24 12:31,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-22.31,Mobile Payment
5/7/24 12:52,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-6.85,Card
5/7/24 13:12,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.21,Card
5/7/24 19:49,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-17.56,Card
5/8/24 8:31,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.64,Mobile Payment
5/8/24 8:41,Medical Purchase,Pharmacy,MED,Medical,Expense,-10.83,Card
5/8/24 11:53,Travel Purchase,Ryanair,TRV,Travel,Expense,-8.14,Card
5/8/24 13:02,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.27,Mobile Payment
5/8/24 14:46,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.68,Card
5/8/24 22:56,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-16.67,Direct Debit
5/9/24 13:29,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-21.47,Mobile Payment
5/10/24 7:21,Travel Purchase,Ryanair,TRV,Travel,Expense,-8.58,Card
5/10/24 13:21,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.75,Direct Debit
5/10/24 18:09,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.13,Card
5/10/24 18:28,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-6.12,Card
5/12/24 14:56,Travel Purchase,Ryanair,TRV,Travel,Expense,-8.13,Card
5/12/24 18:25,Travel Purchase,Ryanair,TRV,Travel,Expense,-8.53,Direct Debit
5/13/24 11:19,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-54.62,Card
5/13/24 12:01,Medical Purchase,Pharmacy,MED,Medical,Expense,-11.2,Mobile Payment
5/13/24 12:32,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-23.66,Card
5/13/24 18:44,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-57.74,Direct Debit
5/14/24 9:31,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.68,Direct Debit
5/14/24 12:32,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.72,Direct Debit
5/14/24 20:57,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-7.23,Card
5/15/24 8:46,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.51,Direct Debit
5/15/24 18:56,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-14.32,Direct Debit
5/15/24 21:03,Medical Purchase,Pharmacy,MED,Medical,Expense,-9.94,Card
5/16/24 7:18,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-37.48,Mobile Payment
5/16/24 7:44,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.09,Direct Debit
5/16/24 11:04,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-26.04,Mobile Payment
